num	title	label
82	"방역당국 ""모더나 백신 임상결과 긍정적...초기라 더 지켜봐야"""	2
83	"""모더나 2만株 있다”...바른손 상한가 직행"	2
84	"""5전6기"" 코스피 다섯달만에 2,200선 탈환...이젠 가치주 차례?"	0
85	"미국 제약사 ""코로나19 백신 임상시험서 항체 형성"""	0
86	"모더나 ""코로나 백신 임상서 45명 전원에 항체""…이르면 연말 생산"	0
87	"美 은행 ""최악 안왔다""…빅3 충당금만 33조원"	2
88	"""한국판 뉴딜이 든든한 지원군""…수소차 관련株 일제히 뜀박질"	2
89	"박능후 장관 ""코로나19 재유행 대비 방역시스템 내실화“"	2
90	"5개월만에 2200 회복한 코스피…""반도체 등 대형주 공략"""	1
91	"질본 ""모더나 백신 임상 1상 결과 의미있지만…연구 추이 지켜봐야"""	2
92	"이노비오 코로나19 백신 서울대병원 임상 개시…""첫 투여"""	0
93	"美 모더나 ""코로나19 백신 2차 임상서 전원 항체 형성"""	0
94	"코스피, 5개월 만에 2200선 회복...""코로나19 백신 기대감"""	2
95	"방역당국 ""모더나 코로나백신, 의미 있지만 초기단계"""	2
96	"""일상에서 행복 체감하는 광산구 만들 것"""	2
97	"[속보] ""모더나 백신 임상결과 긍정적이나 초기인 만큼 지켜봐야"""	2
98	"""보통의 침체가 아니다""...디폴트 쓰나미 대비하는 美은행들"	1
99	"[e구리소식] ""세계가 주목한 K-방역""…구리시, '태극기를 내품에' 나라사랑 배지 달기 캠페인"	2
100	"""코로나 없는 세상 마중물 되고 싶다"" 4살 아이 아빠의 결심"	2
101	"""모더나 백신, 1상 시험에서 전원 항체반응""...연내 개발 기대감"	2
102	"미국 제약사 ""코로나19 백신 임상시험서 항체 형성"""	0
103	"美모더나 백신 임상시험 전원 항체 형성… 국내 전문가 ""바이러스 변이 모니터링 필요"""	2
104	"서울대병원, 코로나19 백신 후보물질 투여 시작 ""40세 남성 피험자에게 임상시험 돌입"""	2
105	"""코로나 백신 나온다"" 언택트→경기민감주 다시 들썩"	2
106	"모더나 ""코로나 백신 임상1상서 전원 항체""(종합)"	0
107	"모더나 ""코로나19 백신 1상 임상시험서 전원 항체반응"""	0
108	"코로나 백신 곧 나올까...모더나 ""코로나19 백신 초기 임상시험서 전원 항체반응”"	2
109	"미국 제약사 ""코로나19 백신 임상시험서 항체 형성"""	0
110	"모더나 ""코로나19 백신 임상 1상서 전원 항체 형성…27일 3상 돌입"""	2
111	"경기민감株, 급등…""코로나 백신 호재에 경제 재개 기대감"""	2
112	"코스피, 1%대 상승…""코로나19 백신 기대감"""	2
113	"모더나 ""코로나19 백신 초기 임상시험서 전원 항체반응"""	2
114	"[김현석의 월스트리트나우] ""현금 보유의 단점이 점점 커지고 있다"""	1
115	"모더나 ""코로나19 백신 초기 임상시험서 전원 항체반응"""	2
116	"""올해 백신 나온다"" 모더나 호재에 들뜬 월가…美증시 거품 경고도"	2
117	"""평범한 경기침체 아니다""…미 월가 은행들, 2분기 대손충당금 33.8조원 쌓아"	1
118	"美 모더나 ""코로나 백신 임상시험서 전원 면역항체 형성"""	2
119	"美 제약사 모더나 ""코로나 백신 임상 시험서 전원 항체 형성"""	2
120	"모더나 초기임상서 전원 항체 형성…""바이오株 계속 오른다"""	1
121	"올해 코로나19 백신 나오나...모더나 ""임상시험서 전원 항체반응"""	2
122	"[속보] 美 모더나 ""코로나 백신 임상시험서 전원 항체반응"""	0
123	"""백신 임상시험서 전원 항체 형성"" 모더나 주가 16% 폭등"	0
124	"""모더나, 27일부터 코로나 백신 3상 임상시험"""	0
125	"코로나19 백신 나오나…모더나 ""초기 임상시험서 전원 항체반응"""	2
126	"""모더나, 코로나 백신 임상서 항체 4배 형성"" 주가 18% 폭등"	2
127	"미국 다람쥐서 페스트 양성반응…""사람 전염"" 경고"	1
128	"[속보] 모더나 ""코로나19 백신 초기 임상시험서 전원 항체반응"""	0
129	"모더나 ""코로나 백신 실험대상자 전원에게서 항체 형성"""	0
130	"美 모더나 ""코로나19 백신 초기 임상서 전원 항체반응"""	0
131	"""백신 임상서 전원 항체 형성""...모더나 16% 폭등"	2
132	"美 고위관계자 ""코로나백신 4~6주뒤 생산 시작"""	2
133	"빨라지는 코로나 백신 시계… 美 ""여름 끝나기 전 대량생산"" [코로나 백신 어디까지 왔나]"	2
134	"방대본 ""코로나19 혈장치료제 9월초 임상 목표"""	2
135	"""자가진단 앱·QR코드 도입"" 대구, '디지털 방역' 앞장"	2
136	"""코로나19 백신 내년 말 대량생산"""	2
137	"방역당국 ""코로나19 백신 내년 말 대량생산 목표"""	2
138	"[자막뉴스] 암울한 '코로나19' 최신 연구 결과 ""길어야 3개월..."""	1
139	"""코로나, 원격의료 도입 채찍질… 지금이 한국경제 살릴 골든타임"""	2
140	"""여름에 나온다""더니…'유일 희망' 코로나 백신 어디까지 왔나"	1
141	"""영국, 올겨울 코로나19 재확산 시 12만 명 사망"" 경고"	1
142	"[와이드인터뷰] 이승재 농어촌공사 경기지역본부장 ""안심하고 농사 지을 수 있는 환경 조성하겠다"""	2
143	"美 보건당국 ""늦여름께 코로나 백신 생산"""	2
144	"""코로나19 항체 길어야 3개월 지속""...WHO ""예전으로 못 돌아가"""	2
145	"美 ""코로나 백신 4~6주 후엔 생산 가능"""	0
146	"방역 당국 ""코로나19 백신 내년 말 대량생산 목표"""	0
147	"방역당국 ""혈장치료제 9월초 임상…렘데시비르 49명에 공급"""	0
148	"방역당국 ""있지도 않은 백신에 대한 기대는 성급…오직 거리두기 뿐"""	0
149	"방역당국 ""국산 혈장치료제 연내 확보 목표"""	0
150	"파우치 소장 ""美 지역 보건 인프라 '누더기'됐다…감염병 대비 강화해야"""	1
